county,fips,latitude,state,longitude,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
Florence,45041,34.02439978,South Carolina,-79.7028097,2510,0.11437163,-0.089752874,-0.052675747,1.272998155,-0.421866193,0.547567578,0.937381075,0.277539938,1.149333574,0.247894176,1.417434482,1.263996963,-0.020676489,-0.02844081,-0.053175291,-0.078422612
Georgetown,45043,33.43425505,South Carolina,-79.3324032,1125,-0.124813372,-0.085980656,-0.107467352,0.968600609,0.096357728,0.844546024,0.80744779,-0.53032387,0.726593753,-1.184210246,0.280525984,0.754589849,-0.088864773,-0.111437339,-0.105160115,-0.113014924
Greenville,45045,34.89438469,South Carolina,-82.37071508,6313,1.171163926,-0.093850546,0.192602544,0.708529441,1.059166846,1.35207147,-0.243076643,-0.157889655,0.242082154,0.304984591,0.749072191,0.123977779,0.207340376,0.213665169,0.257711957,0.279687588
Greenwood,45047,34.15382596,South Carolina,-82.12592518,1131,-0.096897025,-0.185333306,-0.063552241,1.051366267,0.933223981,0.357072673,0.284950111,0.293807975,1.184533135,0.730221686,1.334668375,1.518873669,-0.079289789,-0.105283307,-0.105063411,-0.116082544
Hampton,45049,32.77629776,South Carolina,-81.14069853,392,-0.249395878,-0.156217635,-0.128877474,1.479046551,0.226773974,-1.108113187,1.642683827,-0.790266338,0.80769078,1.308737896,0.921184139,1.172573796,-0.116367743,-0.146395464,-0.149845874,-0.152611155
Horry,45051,33.92142486,South Carolina,-78.9965637,5687,0.612120383,0.002706731,-0.00165653,0.390972502,0.785602425,1.685696849,0.413846694,-0.124661324,-0.330428346,-1.143381949,0.190141239,0.365348791,0.075542058,0.205260817,0.181967326,0.052814238
Jasper,45053,32.43670777,South Carolina,-81.03151749,431,-0.228205657,-0.129799092,-0.125964874,1.48112435,1.445942203,0.688277971,1.588775336,1.10928661,0.030884791,-0.11021843,1.453796161,1.582592846,-0.107504187,-0.138261151,-0.142736012,-0.145518643
Kershaw,45055,34.33877403,South Carolina,-80.59023405,1077,-0.117782771,-0.110075555,-0.100736872,0.716148037,-0.576369873,-1.171726731,1.304719059,-1.237810427,-1.047878214,-1.510144618,-1.484573808,-0.246563085,-0.092430283,-0.096244128,-0.106614883,-0.12534342
Lancaster,45057,34.68670091,South Carolina,-80.7054299,1355,-0.054384336,-0.159190104,-0.064249506,0.69190705,0.285960238,-0.993332228,0.273891959,-0.501595209,-0.330428346,0.269692334,-0.718208134,0.429414268,-0.060399282,-0.080539265,-0.084461208,-0.094242974
Laurens,45059,34.48357485,South Carolina,-82.0059467,1371,-0.107473682,-0.113601795,-0.097262594,0.753548418,0.240882327,-0.6268629,1.547998401,0.112090538,0.567160449,0.818452328,1.179178909,1.387626017,-0.064826875,-0.100299441,-0.105408183,-0.131507669
Lee,45061,34.16332983,South Carolina,-80.25449872,431,-0.255875964,-0.197666314,-0.124374791,1.593671793,-1.286260941,-0.543197261,1.621604225,0.607054225,1.288061254,1.469283064,1.664347598,1.614798734,-0.11938085,-0.150138101,-0.152822682,-0.151508842
Lexington,45063,33.9023294,South Carolina,-81.27220435,3798,0.54225724,-0.11768912,0.071951414,0.457115768,0.719878143,0.733568048,0.941873449,-0.048859193,-0.50746143,-1.044425229,-0.034608568,-0.253142783,0.035827635,0.093085931,0.09649341,0.062009846
McCormick,45065,33.89958336,South Carolina,-82.30987736,216,-0.281657912,-0.211801175,-0.133853527,1.34329702,-1.716737784,-1.390916876,1.423594192,-1.539634438,0.086099788,1.600418019,0.015951481,0.707146766,-0.127332104,-0.161517613,-0.155643923,-0.152701805
Marion,45067,34.0800896,South Carolina,-79.3624974,756,-0.21347707,-0.175775213,-0.112686098,1.516446932,0.523737615,-1.235686,1.504111361,-0.800304063,1.61969633,-1.555470948,-0.316844458,1.433683901,-0.100088596,-0.131045915,-0.143921689,-0.147944456
Marlboro,45069,34.60199212,South Carolina,-79.67862312,623,-0.226618697,-0.178424438,-0.116916399,1.511945034,0.187201762,-1.118830686,1.386272929,0.830653205,1.541705147,1.538829571,1.627985919,1.651160221,-0.101762544,-0.135916081,-0.144262256,-0.152371837
Newberry,45071,34.28981957,South Carolina,-81.60013329,603,-0.195716036,-0.136796452,-0.115711375,1.06660346,0.868876123,-0.467483315,1.408389233,0.627821932,1.013366644,0.666557223,1.441675602,1.40736511,-0.099050748,-0.129719411,-0.134482517,-0.141606158
Oconee,45073,34.75347795,South Carolina,-83.06583754,1300,-0.080000207,-0.137832435,-0.082091975,-0.056793171,0.60907595,0.35154106,0.920793847,0.15189531,0.359414023,-1.163450095,0.24520321,0.72376916,-0.067170403,-0.096883693,-0.094329243,-0.106067453
Orangeburg,45075,33.43900552,South Carolina,-80.80031078,1766,-0.035848275,-0.005008055,-0.103911828,1.588130996,-0.069157349,-0.563249356,1.566659033,-0.053012734,1.201097634,0.655485142,1.319084798,1.501212376,-0.068626738,-0.086494322,-0.078574864,-0.115828722
Pickens,45077,34.88771601,South Carolina,-82.72520129,1770,0.059464661,-0.17381111,-0.013737612,-0.162760918,-0.16206602,1.075836571,0.831637497,-0.192156372,0.242082154,1.171028894,1.405313923,0.409675175,-0.042312271,-0.066506745,-0.065751044,-0.084963967
Richland,45079,34.02182664,South Carolina,-80.90305659,5030,0.9237458,-0.101604506,0.146131836,1.436105373,0.494144483,1.506265169,-0.891015233,-0.362797699,0.511255265,1.3779384,1.061090028,0.324831706,0.046139156,0.100831769,0.159578197,0.207478857
Saluda,45081,34.00614123,South Carolina,-81.72690685,289,-0.249958695,-0.185873785,-0.124331507,1.124089231,1.526118945,-1.727653787,1.566659033,-0.766037346,0.726593753,-0.100184357,-0.236502462,0.980723666,-0.112174502,-0.15033234,-0.149467466,-0.149833617
Spartanburg,45083,34.93126701,South Carolina,-81.99068275,4881,0.59308609,-0.087539838,0.053544785,0.717186937,0.986904546,0.839014411,0.423522577,0.387608786,0.467083267,0.371071072,1.213462778,1.084267328,0.110468989,0.11431,0.113202217,0.02618831
Sumter,45085,33.91620675,South Carolina,-80.38225837,1742,0.019360092,-0.127097593,-0.058971683,1.390740096,0.310047672,0.290001871,1.238715715,0.688394411,1.079279547,0.188381743,1.507819227,1.593674442,-0.052975322,-0.071741699,-0.060978901,-0.109468668
Union,45087,34.68928084,South Carolina,-81.61941229,616,-0.225923633,-0.168876768,-0.118826663,0.863671763,-0.945595814,-0.981231825,1.262905422,-0.666006224,1.529626866,-0.166270838,0.454715742,1.225557677,-0.107596254,-0.137147835,-0.140642155,-0.15049718
Williamsburg,45089,33.61991956,South Carolina,-79.72772238,727,-0.210890571,-0.052599187,-0.129500975,1.610294184,-0.710915393,-0.757892971,1.694173347,0.195853623,1.584496769,1.183138982,1.585044508,1.624495131,-0.101955048,-0.131031702,-0.141150903,-0.148800199
York,45091,34.97475085,South Carolina,-81.18441475,3216,0.443545872,-0.122772966,0.051682047,0.644463974,0.273916522,1.20790382,0.046163143,-0.621701782,-0.75247798,-0.386674442,-0.343509689,-0.327943555,-0.000630959,0.038590293,0.07819529,0.05740479
Aurora,46003,43.71800263,South Dakota,-98.56155301,,-0.303414026,-0.115095773,-0.146898136,-0.378852008,1.079125005,-1.381928006,-0.281780175,-1.202505325,-1.67732918,1.150960748,-1.42812663,-0.99941901,-0.136287727,-0.171253207,-0.162791626,-0.15712556
Beadle,46005,44.41448207,South Dakota,-98.27812727,211,-0.255980532,0.037253862,-0.141019551,0.232020882,1.57085275,1.177134225,-1.116670645,1.458876347,0.467083267,0.840596489,1.324625625,0.698489269,-0.122368848,-0.154619791,-0.150030873,-0.149521778
Bennett,46007,43.19499498,South Dakota,-101.6640067,69,-0.301221192,0.016767293,-0.147425825,1.621375779,-0.622135996,-1.037585128,0.39933287,1.71535753,-0.75247798,-1.025741093,-0.444976089,1.221055778,-0.135157812,-0.171167932,-0.16271174,-0.157455529
Bon Homme,46009,42.98847376,South Dakota,-97.88459805,74,-0.2902847,-0.155163939,-0.142134307,-0.262841567,-0.858881054,0.611181122,-0.926263092,-0.428908234,-0.944695188,1.673078548,-0.089670539,-1.021582202,-0.132931461,-0.165283938,-0.1584063,-0.155192887
Brookings,46011,44.3696743,South Dakota,-96.79045941,203,-0.208986834,-0.091900136,-0.125564525,-0.589402301,0.092916666,1.585436373,-0.436594302,-1.255462978,-1.002670935,1.542289596,0.149277638,-1.304855498,-0.130571194,-0.152033108,-0.142307149,-0.131493165
Brown,46013,45.58979842,South Dakota,-98.35160724,391,-0.193624693,0.163037294,-0.136563294,-0.392011401,0.75360055,1.45129477,-0.554432733,-0.900681315,0.417734864,0.820528343,0.599123553,-0.735884806,-0.123163973,-0.135660255,-0.13064378,-0.131108806
Brule,46015,43.71807692,South Dakota,-99.08095005,64,-0.295479226,-0.08496953,-0.145427539,-0.07895636,-1.194040483,0.745668451,0.338858602,0.616745822,0.686907974,1.03989394,1.487733729,0.577284314,-0.13492346,-0.168799174,-0.160659928,-0.155022464
Buffalo,46017,44.07629047,South Dakota,-99.20485061,59,-0.305505368,-0.180721172,-0.146621845,1.69825434,-0.761499002,0.540998788,0.458770437,1.717780429,1.563791146,-1.655811678,1.256404189,1.621378432,-0.136354685,-0.17218176,-0.163922645,-0.158213369
Butte,46019,44.90578542,South Dakota,-103.5079455,123,-0.28023703,0.311706527,-0.14650478,-0.683942154,-1.450399594,0.851114814,1.056256208,-1.357917,0.295916776,-0.860351889,-0.081012997,-0.933275734,-0.133040268,-0.160252696,-0.156573124,-0.153702589
Campbell,46021,45.77117986,South Dakota,-100.0516215,,-0.307040045,-0.10810476,-0.14786595,-1.136209724,-1.716737784,-0.246218815,0.508186553,-1.533057997,-1.596232153,-1.661347719,-1.61893887,-1.617910584,-0.137317206,-0.172248085,-0.163985713,-0.157401138
Charles Mix,46023,43.20792688,South Dakota,-98.58790588,149,-0.283284854,-0.007380646,-0.144341057,0.963059812,-1.310348375,0.134770996,-0.655683937,1.145630097,0.086099788,0.949587282,0.829760488,0.821772024,-0.132738957,-0.163748983,-0.157535962,-0.154659861
Clark,46025,44.85825108,South Dakota,-97.7295098,,-0.300624544,-0.04610879,-0.146929472,-1.104003841,-0.549873696,0.333909045,-1.043064822,-0.652507214,-0.389784468,1.348182183,-0.282906891,-0.667663731,-0.136421643,-0.169182913,-0.162110492,-0.1568246
Clay,46027,42.91468875,South Dakota,-96.97565331,131,-0.26867006,-0.197111497,-0.130109269,-0.332447832,-0.709883074,1.443343077,-0.002216272,-1.497752895,-0.62582858,1.643322331,0.442595182,-0.932236834,-0.135316837,-0.167264219,-0.158149823,-0.145939262
Codington,46029,44.97786308,South Dakota,-97.18863103,272,-0.226052805,-0.120728711,-0.126497779,-0.861593964,-1.058462644,1.216546964,-0.281780175,0.566211068,-0.202053478,0.020916524,0.651068809,-0.871634357,-0.124704005,-0.141212623,-0.138350685,-0.143683873
Corson,46031,45.70861991,South Dakota,-101.1968877,106,-0.298991452,0.37252587,-0.1481042,1.623453578,-1.336500445,-1.609761295,0.435617431,1.685590483,1.655931172,-1.662385726,0.195682066,1.218977979,-0.135124333,-0.170452567,-0.162085265,-0.157042162
Custer,46033,43.6776378,South Dakota,-103.4515216,126,-0.285837522,0.119839334,-0.146025434,-0.554079719,0.129391922,-0.437750898,0.87137773,-0.924910306,-1.584153872,1.109094443,-0.569298401,-1.155946553,-0.134555191,-0.162692517,-0.155030061,-0.152647415
Davison,46035,43.67472938,South Dakota,-98.14599629,231,-0.250847516,-0.190657125,-0.1237203,-0.69190705,-0.019606058,1.499696379,-0.832959935,-1.417451094,-0.944695188,1.053042035,-0.411731125,-0.650002438,-0.129324103,-0.154179202,-0.145565661,-0.145529521
Day,46037,45.3671556,South Dakota,-97.60742994,88,-0.294630387,-0.026655524,-0.146019135,-0.165877616,-0.625577058,-0.859190625,-0.611796896,-1.652126185,-1.100677555,0.565178485,-1.482149696,-0.940894331,-0.134814653,-0.167287907,-0.160134362,-0.155479343
Deuel,46039,44.76006371,South Dakota,-96.66802489,,-0.298563956,-0.138833393,-0.145193837,-1.722841627,-0.91256162,-0.957031021,-1.258698784,-1.484600014,-1.6597294,-0.415392651,-1.701704977,-1.667431466,-0.135994787,-0.168846549,-0.161172881,-0.156110272
Dewey,46041,45.15664065,South Dakota,-100.8718579,108,-0.294433555,0.326234983,-0.147677921,1.670896654,-1.413236125,0.441775489,1.163036487,1.680398556,1.381236562,-1.023319075,1.547297622,1.391781616,-0.134446384,-0.168837074,-0.160937428,-0.156668681
Douglas,46043,43.38692726,South Dakota,-98.36607555,,-0.302709736,-0.191681589,-0.145228712,-1.193349196,-1.506488903,0.269949776,-0.873391303,-1.305997733,-1.002670935,0.763437928,-1.04026872,-1.337753986,-0.136287727,-0.170727343,-0.162001174,-0.157386634
Edmunds,46045,45.4187986,South Dakota,-99.21533407,,-0.299514287,0.000501874,-0.147067206,-1.372039905,-1.116272484,-0.994715131,-0.730326462,-1.622359138,-1.300486825,1.286593735,-1.418430182,-1.529604116,-0.136714584,-0.169770365,-0.161610153,-0.156001491
Fall River,46047,43.23939145,South Dakota,-103.5275064,150,-0.290675289,0.170451301,-0.146845527,-0.084497157,0.08981971,0.565199593,0.75595827,-1.188314059,0.511255265,1.006677698,0.826297471,-0.192540305,-0.135802282,-0.165473438,-0.156850623,-0.154558332
Faulk,46049,45.07102377,South Dakota,-99.14528535,,-0.304576566,-0.039439289,-0.147709537,-1.00600099,-1.716737784,-0.578461291,-0.172580925,-1.57943921,-1.270808764,1.590729948,-0.983821542,-1.467962739,-0.137317206,-0.171390595,-0.162985034,-0.156904372
Grant,46051,45.17194997,South Dakota,-96.76768263,82,-0.289688053,-0.122563975,-0.143169793,-1.061062663,-0.969683247,-0.114151567,-0.785617222,-1.596053376,-1.577597091,0.142017405,-1.526476314,-1.565965603,-0.134379426,-0.165113387,-0.158818344,-0.15458734
Gregory,46053,43.19242365,South Dakota,-99.18561534,,-0.298846903,-0.030232076,-0.146732107,-0.341105327,-1.424247523,0.034510519,-0.45318153,-0.066511744,-0.261064506,-1.063109365,-0.921140934,-0.579357263,-0.135626518,-0.169135538,-0.161055154,-0.156374972
Haakon,46055,44.29447598,South Dakota,-101.5399592,,-0.305440783,0.190033984,-0.148406558,-0.357727719,-1.716737784,0.339440658,0.496091699,-1.455871352,-1.67732918,-0.115754471,-1.12961456,-0.958555625,-0.137551558,-0.171248469,-0.163270942,-0.157756489
Hamlin,46057,44.67376792,South Dakota,-97.18832686,60,-0.293378657,-0.170797178,-0.142468489,-1.142789421,0.537845969,-1.291693577,-0.964966624,0.523291139,-1.300486825,0.784198079,-1.087712054,-1.225552827,-0.135735325,-0.16672888,-0.160861746,-0.155740417
Hand,46059,44.54778175,South Dakota,-99.00494391,,-0.301633309,0.086518148,-0.147761399,-1.71833973,-1.716737784,1.004271335,-0.53231643,-1.458294252,-1.100677555,-0.01541374,-1.019144316,-1.62899218,-0.137082853,-0.170552055,-0.161505039,-0.156704941
Hanson,46061,43.67482681,South Dakota,-97.78733025,,-0.301390344,-0.190930268,-0.144703287,-0.879255255,-1.281787561,-1.518489689,-1.297056749,-1.480100344,-1.669737118,1.145424708,-1.651144928,-1.647692373,-0.136890349,-0.170457304,-0.162047424,-0.15714369
Harding,46063,45.58033211,South Dakota,-103.4958467,,-0.307888884,0.42841685,-0.148777597,-1.252912765,-0.967274504,-1.468013725,1.098069845,-1.730351215,-1.669737118,1.168606876,-1.191256264,-1.586050995,-0.137543189,-0.172759737,-0.163973099,-0.157680343
Hughes,46065,44.38903754,South Dakota,-99.99601535,182,-0.257939627,-0.105926246,-0.135901449,0.127438335,0.067796914,1.465469527,0.046163143,0.508753744,0.511255265,1.287631742,1.575001758,-0.683939825,-0.130311732,-0.158310315,-0.149677693,-0.143179855
Hutchinson,46067,43.33487508,South Dakota,-97.75443261,77,-0.289475843,-0.086170107,-0.1440724,-1.304857739,-0.648632172,0.163466235,-1.443577262,-0.876452323,-1.14553974,1.298703823,-0.982782637,-0.847393365,-0.133123965,-0.166255128,-0.159070616,-0.153970915
Hyde,46069,44.54729363,South Dakota,-99.48706399,,-0.307387577,-0.072982705,-0.148112596,-0.021470589,0.101863427,-0.61372532,0.386201315,0.394185227,-1.534460375,0.433005523,-0.558563048,-1.076643882,-0.137626886,-0.172390211,-0.163897418,-0.157644082
Jackson,46071,43.69428419,South Dakota,-101.6281343,57,-0.301765556,0.204810538,-0.148068133,1.437144272,-1.716737784,-0.052266652,1.187226195,1.697704979,1.079279547,0.75686388,1.688588718,1.445804396,-0.135408905,-0.171058969,-0.162703331,-0.157288731
Jerauld,46073,44.06633023,South Dakota,-98.62970093,,-0.305576105,-0.165551076,-0.14689834,-1.524065528,-0.786618754,-0.619256933,-0.094482727,-0.831109496,-1.546538656,0.102227116,-1.311422955,-1.478005435,-0.136915458,-0.171414282,-0.163397078,-0.157303236
Jones,46075,43.96060148,South Dakota,-100.6897197,,-0.309457391,-0.042766011,-0.148603479,-1.241831171,-1.716737784,-0.592981773,1.051763834,-1.730351215,-1.14553974,-1.729510215,-1.565954709,-1.687516858,-0.138003524,-0.172873437,-0.164523893,-0.157955921
Kingsbury,46077,44.36959773,South Dakota,-97.4915306,,-0.296223498,-0.080817603,-0.145654462,-1.221053181,-1.292798959,-0.092025117,-1.02440419,-0.793727623,-0.798375446,-0.266611569,-1.305882128,-1.550728408,-0.135526081,-0.16762427,-0.16078186,-0.155791182
Lake,46079,44.02206506,South Dakota,-97.12936612,136,-0.273892265,-0.155281278,-0.136865036,-0.968600609,-0.715388773,0.904010858,-0.805314555,-1.638973304,-0.50746143,1.192827053,-0.518738352,-1.311435196,-0.131558824,-0.160958586,-0.155664945,-0.148027855
Lawrence,46081,44.35864946,South Dakota,-103.7922952,287,-0.235362354,-0.089732918,-0.131757634,-0.605678393,-0.405349096,1.343428326,0.111129786,-1.257539749,0.965053522,1.156496788,1.147319152,-0.840813668,-0.128612675,-0.149294824,-0.143669418,-0.136065587
Lincoln,46083,43.27893542,South Dakota,-96.72177819,344,-0.153747711,-0.151400853,-0.099515632,-0.980721103,-0.112858835,1.411536305,-1.430100139,-1.269654245,-1.615902496,-1.259292793,-1.568378821,-1.663275867,-0.122402326,-0.134400076,-0.112564295,-0.10880873
Lyman,46085,43.89583026,South Dakota,-99.84738156,60,-0.299960235,0.143413987,-0.147737557,1.182613901,-1.318951029,-0.428762027,0.63155406,1.64163217,0.60788151,-1.44302013,0.473416034,0.678750177,-0.13620403,-0.169993028,-0.162009583,-0.156791966
McCook,46087,43.674307,South Dakota,-97.36845334,77,-0.294544273,-0.152256049,-0.143602526,-1.226593979,0.326564769,-0.331958809,-1.205826995,-1.218081106,-1.14553974,0.976921481,-1.287181836,-1.098807074,-0.134797914,-0.168079072,-0.160706178,-0.15534518
McPherson,46089,45.76641429,South Dakota,-99.22141376,,-0.304890268,0.003459842,-0.14794131,-0.204663196,-0.86645139,-0.772413454,-0.745876989,-1.730351215,-1.434728287,1.635710276,-1.332547359,-0.656582135,-0.135860871,-0.17157062,-0.163090148,-0.157491789
Marshall,46091,45.75856742,South Dakota,-97.59865152,,-0.297229188,-0.079198504,-0.145895169,0.073415563,1.033014776,-0.804220226,-0.191241556,-1.50121418,-1.100677555,0.990415579,-1.192295169,-1.002882009,-0.136078484,-0.169306088,-0.160121748,-0.155667897
Meade,46093,44.56682257,South Dakota,-102.71687,300,-0.229269782,0.649730272,-0.144741697,-0.307167944,-0.878495107,0.015841327,0.748010223,1.015831927,-1.534460375,0.581440603,0.362253186,-0.982796616,-0.129650523,-0.149304299,-0.135651376,-0.140507472
Mellette,46095,43.58128028,South Dakota,-100.7599886,52,-0.305410028,0.05070511,-0.148157103,1.509867235,-1.204019562,-1.727653787,1.326835363,1.632978958,1.364672063,-0.440650835,1.074595794,1.430567202,-0.136287727,-0.171703271,-0.163640941,-0.157977677
Miner,46097,44.02195996,South Dakota,-97.610205,,-0.304745719,-0.153356292,-0.146800634,-1.167030409,-0.879871532,-0.709491362,-1.241074854,-0.859838157,-1.491668752,-0.118868493,-1.600238578,-1.429523453,-0.136965677,-0.171352695,-0.163161625,-0.157524423
Minnehaha,46099,43.67416411,South Dakota,-96.79148055,1899,0.247968437,-0.087759739,-0.023596355,0.038092981,0.957311414,1.638332417,-1.148462832,0.365456565,-0.330428346,0.61258083,0.549602409,-0.511136188,-0.059972425,-0.019358993,0.006970529,-0.009923307
Moody,46101,44.02197152,South Dakota,-96.67089591,65,-0.29199468,-0.167433267,-0.14214031,0.328984833,0.124918542,-0.023917138,-0.595209669,0.495600863,-0.844618006,1.048544003,-0.032530758,-0.073413148,-0.134714216,-0.167079456,-0.158683799,-0.155127618
Oglala Lakota,46102,43.33560496,South Dakota,-102.5516741,374,-0.267950392,0.268449082,-0.145253871,1.726997225,0.333102786,-0.410092835,1.588775336,1.725395255,1.674566233,0.09461506,1.691705433,1.699642203,-0.122343738,-0.16455436,-0.154319495,-0.15578393
Pennington,46103,44.00376345,South Dakota,-102.8238828,1296,0.018179099,0.457491582,-0.127545554,0.218861489,-0.783177692,1.433662755,0.178169832,0.325997921,-0.691741483,0.701503477,0.955468007,-0.34248815,-0.097301472,-0.075489074,-0.055542442,-0.072283745
Perkins,46105,45.49047779,South Dakota,-102.4756898,,-0.302531356,0.483486114,-0.148458417,-1.137248624,-1.434226603,0.725616355,0.508186553,-1.166161838,-0.1402817,0.704963502,0.250744037,-0.866093559,-0.136940567,-0.170613642,-0.162102083,-0.157016779
Potter,46107,45.06452676,South Dakota,-99.95724987,,-0.304724191,-0.072812909,-0.147553816,-1.669857754,-1.716737784,-1.495326062,1.43257894,-1.730351215,-1.405050226,0.81187828,-1.125112638,-1.479044335,-0.137241878,-0.171267419,-0.16284208,-0.157194455
Roberts,46109,45.62958303,South Dakota,-96.94611344,148,-0.280157067,-0.006394861,-0.14384242,1.123050331,-1.172361793,0.316277031,-0.366444151,0.574864279,-0.454662089,0.408785347,0.173518757,0.650007287,-0.132546453,-0.163109418,-0.15508472,-0.154413291
Sanborn,46111,44.02342693,South Dakota,-98.0913577,,-0.304591944,-0.153602467,-0.146748275,-1.410825485,0.54679273,-1.529552914,0.111129786,-1.626858808,-1.67732918,-0.028561836,-1.642141084,-1.633494078,-0.137325575,-0.170968956,-0.163022875,-0.157234341
Spink,46115,44.93802826,South Dakota,-98.34620508,89,-0.291705583,0.105036344,-0.14662407,-1.228671778,-0.541271041,0.694846761,-0.53231643,-1.005212107,-1.047878214,0.67313127,-0.686348377,-1.010500606,-0.134940199,-0.166283553,-0.159217774,-0.155011586
Stanley,46117,44.41231437,South Dakota,-100.7359257,,-0.302700509,0.088673534,-0.147901953,-0.363268516,-1.716737784,1.217929867,1.408389233,0.708469862,-1.615902496,-1.729510215,-0.083090807,-1.205467435,-0.137317206,-0.170987906,-0.162299696,-0.156015995
Sully,46119,44.71559773,South Dakota,-100.132227,,-0.307338369,-0.032482538,-0.148239012,-1.724919426,-1.716737784,0.352578238,0.776692304,-1.730351215,-1.615902496,-1.601835286,-1.509853833,-1.699637354,-0.137911457,-0.172650774,-0.163800713,-0.157698473
Todd,46121,43.19339988,South Dakota,-100.7184031,211,-0.28100283,0.073196039,-0.145029425,1.721456428,-0.482084777,1.103148908,0.722783814,1.723318484,1.713216731,-1.585227165,1.557340371,1.632113728,-0.129951833,-0.166714667,-0.158494595,-0.155747669
Tripp,46123,43.34593676,South Dakota,-99.88396841,80,-0.294977919,0.135191587,-0.14715459,0.150640424,-1.716737784,0.184209782,0.595269499,0.246734506,-0.389784468,0.482483883,0.536442944,-0.310282262,-0.135266619,-0.166529904,-0.160714587,-0.15538144
Turner,46125,43.31089979,South Dakota,-97.14867761,103,-0.286323452,-0.140391481,-0.141570553,-1.405284688,-0.089803721,0.055599792,-0.991229734,-1.216696592,-1.100677555,0.212601919,-1.328045437,-1.391776766,-0.134362687,-0.164876511,-0.156800169,-0.153543044
Union,46127,42.83258247,South Dakota,-96.65603499,169,-0.266169676,-0.1836713,-0.131122633,-0.826271381,-0.601489624,1.406004692,-1.148462832,-1.385607277,-1.491668752,-1.398039802,-1.539635779,-1.625529181,-0.131717849,-0.159347831,-0.150749848,-0.146787753
Walworth,46129,45.42995874,South Dakota,-100.0315496,75,-0.294784162,-0.115038668,-0.144695916,0.242063577,-0.615597978,0.882230134,0.408317619,-0.444484014,-1.047878214,1.061692098,0.386494306,-0.50767319,-0.135023897,-0.167202631,-0.160853337,-0.155073228
Yankton,46135,43.008986,South Dakota,-97.39474568,287,-0.242159218,-0.166940349,-0.124867176,-0.457115768,-0.508236847,1.421562352,-0.715121504,-1.490138069,-0.691741483,1.401120568,-0.12637852,-0.980718817,-0.126093382,-0.147527731,-0.145330207,-0.143763645
Ziebach,46137,44.98042808,South Dakota,-101.6658176,32,-0.303149533,0.231754796,-0.148244178,1.663278057,-0.123870233,0.974538918,1.304719059,1.695628208,1.641782329,-1.729510215,1.582620396,1.543114661,-0.136061744,-0.170902631,-0.163397078,-0.157553432
Anderson,47001,36.11845949,Tennessee,-84.1984631,1369,-0.079477371,-0.217878074,-0.024402661,-0.459193567,0.16208201,1.010840125,0.046163143,-0.595396019,0.467083267,-0.450684908,0.176981774,0.31375011,-0.079147503,-0.089606869,-0.09489265,-0.112710337
Bedford,47003,35.51381096,Tennessee,-86.4588942,859,-0.169325138,-0.180098315,-0.094625721,0.333486731,1.220208543,0.116101803,0.458770437,1.070866351,0.242082154,-0.903256202,0.458178759,0.988342263,-0.090195562,-0.111219414,-0.132910022,-0.139194849
Benton,47005,36.06979605,Tennessee,-88.06830979,428,-0.26207618,-0.202062287,-0.12622571,-0.860555064,0.587053154,-0.947350699,1.418065116,0.904378566,0.726593753,-0.981452771,0.538520754,0.983840365,-0.120812076,-0.148162558,-0.153486998,-0.15328197
Bledsoe,47007,35.59641618,Tennessee,-85.20516625,229,-0.268534738,-0.198707111,-0.129780547,-0.472352961,-0.613533341,-1.289619222,1.460915455,1.298965002,0.190318095,1.411154641,1.389730346,1.301397349,-0.115723273,-0.153312237,-0.154197564,-0.153724345
Blount,47009,35.68723559,Tennessee,-83.92553121,2049,0.076287667,-0.156518516,-0.023415717,-0.642386175,0.112874825,0.468050648,0.217910065,-0.866414598,-1.181774582,-0.363492274,-0.88581816,-0.827307973,-0.053586313,-0.021642475,-0.046603608,-0.077012087
Bradley,47011,35.15411575,Tennessee,-84.8596028,1599,0.004530013,-0.220208791,0.025009676,-0.1977372,0.720910462,0.239180181,-0.108996551,0.747928505,-0.022949831,0.541996316,0.695049125,0.733811856,-0.04977808,-0.064474351,-0.071755114,-0.100222295
Campbell,47013,36.4035325,Tennessee,-84.14940875,997,-0.188771548,-0.178292203,-0.102690794,-1.574971602,-1.389148692,0.454913069,0.580755675,-1.451717811,1.013366644,-0.78215532,-0.182479396,0.557198921,-0.083709012,-0.118917876,-0.136000352,-0.145674562
Cannon,47015,35.80869142,Tennessee,-86.06175623,289,-0.269205198,-0.237685862,-0.120027518,-1.123050331,-0.679257623,-0.158058741,0.995781939,0.367879464,-0.330428346,-0.747901071,-0.007250733,0.138522374,-0.125122492,-0.152232083,-0.155349605,-0.152723562
Carroll,47017,35.97316077,Tennessee,-88.45028483,584,-0.224419712,-0.145762797,-0.12259248,-0.038092981,-1.026460768,-0.988146341,0.911117964,-0.211885694,0.511255265,0.718111598,0.432898734,0.80653483,-0.112618099,-0.135570242,-0.145838956,-0.145928384
